date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-06-14,SKU0002,29.0,1943.29,67.01,1
2024-06-15,SKU0002,40.0,3158.0,78.95,1
2024-06-16,SKU0002,24.0,2274.48,94.77,0
2024-06-17,SKU0002,17.0,1592.39,93.67,0
2024-06-18,SKU0002,14.0,1363.88,97.42,0
2024-06-19,SKU0002,12.0,1144.8,95.4,0
2024-06-20,SKU0002,17.0,1527.62,89.86,0
2024-06-21,SKU0002,14.0,1294.02,92.43,0
2024-06-22,SKU0002,28.0,2553.32,91.19,0
2024-06-23,SKU0002,18.0,1710.36,95.02,0
2024-06-24,SKU0002,16.0,1500.48,93.78,0
2024-06-25,SKU0002,17.0,1651.04,97.12,0
2024-06-26,SKU0002,21.0,1971.9,93.9,0
2024-06-27,SKU0002,15.0,1372.8,91.52,0
2024-06-28,SKU0002,17.0,1524.56,89.68,0
2024-06-29,SKU0002,26.0,2375.62,91.37,0
2024-06-30,SKU0002,27.0,2653.83,98.29,0
2024-07-01,SKU0002,15.0,1475.55,98.37,0
2024-07-02,SKU0002,19.0,1859.72,97.88,0
2024-07-03,SKU0002,13.0,1188.2,91.4,0
2024-07-04,SKU0002,19.0,1855.73,97.67,0
2024-07-05,SKU0002,16.0,1566.08,97.88,0
2024-07-06,SKU0002,21.0,1883.07,89.67,0
2024-07-07,SKU0002,21.0,1993.32,94.92,0
2024-07-08,SKU0002,17.0,1534.93,90.29,0
2024-07-09,SKU0002,12.0,1075.56,89.63,0
2024-07-10,SKU0002,15.0,1402.2,93.48,0
2024-07-11,SKU0002,13.0,1273.22,97.94,0
2024-07-12,SKU0002,19.0,1721.21,90.59,0
2024-07-13,SKU0002,17.0,1600.55,94.15,0
2024-07-14,SKU0002,28.0,2598.96,92.82,0
2024-07-15,SKU0002,13.0,1207.18,92.86,0
2024-07-16,SKU0002,10.0,982.1,98.21,0
2024-07-17,SKU0002,12.0,1145.04,95.42,0
2024-07-18,SKU0002,12.0,1089.12,90.76,0
2024-07-19,SKU0002,19.0,1788.28,94.12,0
2024-07-20,SKU0002,15.0,1406.55,93.77,0
2024-07-21,SKU0002,21.0,2052.54,97.74,0
2024-07-22,SKU0002,18.0,1685.7,93.65,0
2024-07-23,SKU0002,22.0,2174.04,98.82,0
2024-07-24,SKU0002,14.0,1262.24,90.16,0
2024-07-25,SKU0002,15.0,1456.2,97.08,0
2024-07-26,SKU0002,11.0,1069.42,97.22,0
2024-07-27,SKU0002,18.0,1777.86,98.77,0
2024-07-28,SKU0002,29.0,2686.27,92.63,0
2024-07-29,SKU0002,17.0,1578.11,92.83,0
2024-07-30,SKU0002,18.0,1775.7,98.65,0
2024-07-31,SKU0002,16.0,1488.0,93.0,0
2024-08-01,SKU0002,16.0,1502.24,93.89,0
2024-08-02,SKU0002,18.0,1740.42,96.69,0
2024-08-03,SKU0002,17.0,1545.64,90.92,0
2024-08-04,SKU0002,21.0,2060.52,98.12,0
2024-08-05,SKU0002,11.0,1055.78,95.98,0
2024-08-06,SKU0002,8.0,754.72,94.34,0
2024-08-07,SKU0002,14.0,1333.22,95.23,0
2024-08-08,SKU0002,14.0,1377.74,98.41,0
2024-08-09,SKU0002,13.0,1225.51,94.27,0
2024-08-10,SKU0002,27.0,2067.39,76.57,1
2024-08-11,SKU0002,30.0,2515.5,83.85,1
2024-08-12,SKU0002,28.0,1980.72,70.74,1
2024-08-13,SKU0002,31.0,2135.59,68.89,1
2024-08-14,SKU0002,23.0,1961.67,85.29,1
2024-08-15,SKU0002,32.0,2600.64,81.27,1
2024-08-16,SKU0002,19.0,1506.13,79.27,1
2024-08-17,SKU0002,26.0,1780.74,68.49,1
2024-08-18,SKU0002,23.0,2113.01,91.87,1
2024-08-19,SKU0002,20.0,1642.6,82.13,1
2024-08-20,SKU0002,23.0,2095.53,91.11,1
2024-08-21,SKU0002,14.0,1294.86,92.49,0
2024-08-22,SKU0002,11.0,1035.65,94.15,0
2024-08-23,SKU0002,7.0,690.34,98.62,0
2024-08-24,SKU0002,17.0,1532.21,90.13,0
2024-08-25,SKU0002,22.0,2037.42,92.61,0
2024-08-26,SKU0002,12.0,1124.04,93.67,0
2024-08-27,SKU0002,13.0,1245.4,95.8,0
2024-08-28,SKU0002,9.0,848.07,94.23,0
2024-08-29,SKU0002,14.0,1324.96,94.64,0
2024-08-30,SKU0002,15.0,1424.1,94.94,0
2024-08-31,SKU0002,17.0,1622.82,95.46,0
2024-09-01,SKU0002,24.0,2226.72,92.78,0
2024-09-02,SKU0002,18.0,1767.6,98.2,0
2024-09-03,SKU0002,21.0,1918.98,91.38,0
2024-09-04,SKU0002,12.0,1130.16,94.18,0
2024-09-05,SKU0002,15.0,1422.15,94.81,0
2024-09-06,SKU0002,11.0,1013.21,92.11,0
2024-09-07,SKU0002,23.0,2190.75,95.25,0
2024-09-08,SKU0002,22.0,2176.68,98.94,0
2024-09-09,SKU0002,9.0,866.88,96.32,0
2024-09-10,SKU0002,15.0,1401.15,93.41,0
2024-09-11,SKU0002,14.0,1307.18,93.37,0
2024-09-12,SKU0002,11.0,1019.15,92.65,0
2024-09-13,SKU0002,14.0,1339.24,95.66,0
2024-09-14,SKU0002,29.0,2676.12,92.28,0
2024-09-15,SKU0002,23.0,2117.15,92.05,0
2024-09-16,SKU0002,,1077.12,89.76,0
2024-09-17,SKU0002,14.0,1358.42,97.03,0
2024-09-18,SKU0002,9.0,821.61,91.29,0
2024-09-19,SKU0002,11.0,1005.95,91.45,0
2024-09-20,SKU0002,19.0,1729.19,91.01,0
2024-09-21,SKU0002,24.0,2294.16,95.59,0
2024-09-22,SKU0002,22.0,2178.66,99.03,0
2024-09-23,SKU0002,16.0,1568.0,98.0,0
2024-09-24,SKU0002,19.0,1804.05,94.95,0
2024-09-25,SKU0002,16.0,1450.72,90.67,0
2024-09-26,SKU0002,14.0,1288.14,92.01,0
2024-09-27,SKU0002,14.0,1275.54,91.11,0
2024-09-28,SKU0002,19.0,1749.9,92.1,0
2024-09-29,SKU0002,19.0,1863.71,98.09,0
2024-09-30,SKU0002,20.0,1854.0,92.7,0
2024-10-01,SKU0002,14.0,1329.02,94.93,0
2024-10-02,SKU0002,24.0,2286.72,95.28,0
2024-10-03,SKU0002,11.0,1018.93,92.63,0
2024-10-04,SKU0002,21.0,1947.12,92.72,0
2024-10-05,SKU0002,26.0,2496.26,96.01,0
2024-10-06,SKU0002,33.0,3003.66,91.02,0
2024-10-07,SKU0002,15.0,1412.25,94.15,0
2024-10-08,SKU0002,15.0,1374.75,91.65,0
2024-10-09,SKU0002,13.0,1250.99,96.23,0
2024-10-10,SKU0002,19.0,1706.77,89.83,0
2024-10-11,SKU0002,16.0,1450.88,90.68,0
2024-10-12,SKU0002,26.0,2454.14,94.39,0
2024-10-13,SKU0002,22.0,2093.08,95.14,0
2024-10-14,SKU0002,23.0,2193.05,95.35,0
2024-10-15,SKU0002,22.0,2026.64,92.12,0
2024-10-16,SKU0002,18.0,1657.98,92.11,0
2024-10-17,SKU0002,21.0,1985.34,94.54,0
2024-10-18,SKU0002,17.0,1574.54,92.62,0
2024-10-19,SKU0002,24.0,2154.48,89.77,0
2024-10-20,SKU0002,25.0,2055.75,82.23,1
2024-10-21,SKU0002,29.0,2331.6,80.4,1
2024-10-22,SKU0002,33.0,3088.14,93.58,1
2024-10-23,SKU0002,34.0,2553.4,75.1,1
2024-10-24,SKU0002,32.0,2774.08,86.69,1
2024-10-25,SKU0002,23.0,1824.13,79.31,1
2024-10-26,SKU0002,38.0,2872.04,75.58,1
2024-10-27,SKU0002,44.0,3907.64,88.81,1
2024-10-28,SKU0002,37.0,3230.84,87.32,1
2024-10-29,SKU0002,39.0,2900.04,74.36,1
2024-10-30,SKU0002,32.0,2567.04,80.22,1
2024-10-31,SKU0002,,5435.2,68.8,1
2024-11-01,SKU0002,41.0,2911.82,71.02,1
2024-11-02,SKU0002,44.0,3423.64,77.81,1
2024-11-03,SKU0002,39.0,2671.11,68.49,1
2024-11-04,SKU0002,34.0,2869.26,84.39,1
2024-11-05,SKU0002,37.0,2811.26,75.98,1
2024-11-06,SKU0002,19.0,1807.28,95.12,0
2024-11-07,SKU0002,22.0,2107.16,95.78,0
2024-11-08,SKU0002,21.0,2073.54,98.74,0
2024-11-09,SKU0002,30.0,2804.7,93.49,0
2024-11-10,SKU0002,45.0,4063.5,90.3,0
2024-11-11,SKU0002,25.0,2319.25,92.77,0
2024-11-12,SKU0002,23.0,2084.26,90.62,0
2024-11-13,SKU0002,26.0,2464.02,94.77,0
2024-11-14,SKU0002,18.0,1779.84,98.88,0
2024-11-15,SKU0002,18.0,1614.6,89.7,0
2024-11-16,SKU0002,36.0,3460.68,96.13,0
2024-11-17,SKU0002,30.0,2696.1,89.87,0
2024-11-18,SKU0002,22.0,2047.76,93.08,0
2024-11-19,SKU0002,17.0,1572.67,92.51,0
2024-11-20,SKU0002,20.0,1807.4,90.37,0
2024-11-21,SKU0002,20.0,1896.4,94.82,0
2024-11-22,SKU0002,20.0,1868.4,93.42,0
2024-11-23,SKU0002,43.0,4088.01,95.07,0
2024-11-24,SKU0002,43.0,4131.44,96.08,0
2024-11-25,SKU0002,27.0,2634.66,97.58,0
2024-11-26,SKU0002,22.0,2079.44,94.52,0
2024-11-27,SKU0002,19.0,1820.2,95.8,0
2024-11-28,SKU0002,17.0,1610.92,94.76,0
2024-11-29,SKU0002,23.0,2129.8,92.6,0
2024-11-30,SKU0002,38.0,3635.84,95.68,0
2024-12-01,SKU0002,41.0,3958.55,96.55,0
2024-12-02,SKU0002,26.0,2554.24,98.24,0
2024-12-03,SKU0002,29.0,2785.45,96.05,0
2024-12-04,SKU0002,25.0,2475.25,99.01,0
2024-12-05,SKU0002,24.0,2172.48,90.52,0
2024-12-06,SKU0002,20.0,1895.2,94.76,0
2024-12-07,SKU0002,33.0,3215.19,97.43,0
2024-12-08,SKU0002,38.0,3492.58,91.91,0
2024-12-09,SKU0002,24.0,2290.56,95.44,0
2024-12-10,SKU0002,20.0,1932.8,96.64,0
2024-12-11,SKU0002,26.0,2361.58,90.83,0
2024-12-12,SKU0002,27.0,2635.47,97.61,0
2024-12-13,SKU0002,24.0,2224.32,92.68,0
2024-12-14,SKU0002,36.0,3393.0,94.25,0
2024-12-15,SKU0002,18.0,1751.04,97.28,0
2024-12-16,SKU0002,30.0,2949.6,98.32,0
2024-12-17,SKU0002,27.0,2658.69,98.47,0
2024-12-18,SKU0002,33.0,2958.78,89.66,0
2024-12-19,SKU0002,25.0,2465.25,98.61,0
2024-12-20,SKU0002,30.0,2886.6,96.22,0
2024-12-21,SKU0002,44.0,4323.44,98.26,0
2024-12-22,SKU0002,36.0,3515.76,97.66,0
2024-12-23,SKU0002,28.0,2608.48,93.16,0
2024-12-24,SKU0002,27.0,2466.45,91.35,0
2024-12-25,SKU0002,29.0,2759.93,95.17,0
2024-12-26,SKU0002,28.0,2633.68,94.06,0
2024-12-27,SKU0002,21.0,2075.22,98.82,0
2024-12-28,SKU0002,30.0,2963.4,98.78,0
2024-12-29,SKU0002,40.0,3908.4,97.71,0
2024-12-30,SKU0002,33.0,3141.6,95.2,0
2024-12-31,SKU0002,30.0,2921.4,97.38,0
2024-12-28,SKU0003,0.0,0.0,13290.74,0
2024-12-30,SKU0003,0.0,0.0,12358.37,0
2024-12-31,SKU0003,0.0,0.0,13360.69,0
2023-11-24,SKU0004,0.0,0.0,2227.32,1
2023-11-25,SKU0004,2.0,4185.08,2092.54,1
2023-11-26,SKU0004,5.0,12090.95,2418.19,1
2023-11-27,SKU0004,8.0,19422.96,2427.87,1
2023-11-28,SKU0004,6.0,11120.76,1853.46,1
2023-11-29,SKU0004,10.0,21878.4,2187.84,1
2023-11-30,SKU0004,11.0,22928.29,2084.39,1
2023-12-01,SKU0004,4.0,11190.0,2797.5,0
2023-12-02,SKU0004,12.0,33481.8,2790.15,0
2023-12-03,SKU0004,9.0,24340.23,2704.47,0
2023-12-04,SKU0004,8.0,22642.56,2830.32,0
2023-12-05,SKU0004,13.0,35660.56,2743.12,0
2023-12-06,SKU0004,5.0,14081.35,2816.27,0
2023-12-07,SKU0004,16.0,43245.28,2702.83,0
2023-12-08,SKU0004,19.0,53149.84,2797.36,0
2023-12-09,SKU0004,14.0,37208.92,2657.78,0
2023-12-10,SKU0004,16.0,44804.96,2800.31,0
2023-12-11,SKU0004,17.0,44411.82,2612.46,0
2023-12-12,SKU0004,17.0,47707.61,2806.33,0
2023-12-13,SKU0004,21.0,57653.61,2745.41,0
2023-12-14,SKU0004,20.0,55905.2,2795.26,0
2023-12-15,SKU0004,51.0,99761.61,1956.11,1
2023-12-16,SKU0004,73.0,180167.65,2468.05,1
2023-12-17,SKU0004,31.0,70684.96,2280.16,1
2023-12-18,SKU0004,49.0,129367.84,2640.16,1
2023-12-19,SKU0004,63.0,129455.55,2054.85,1
2023-12-20,SKU0004,30.0,69903.9,2330.13,1
2023-12-21,SKU0004,32.0,72071.36,2252.23,1
2023-12-22,SKU0004,50.0,115386.0,2307.72,1
2023-12-23,SKU0004,54.0,105456.6,1952.9,1
2023-12-24,SKU0004,69.0,135987.96,1970.84,1
2023-12-25,SKU0004,96.0,228672.0,2382.0,1
2023-12-26,SKU0004,44.0,111647.8,2537.45,1
2023-12-27,SKU0004,46.0,108645.1,2361.85,1
2023-12-28,SKU0004,45.0,86272.65,1917.17,1
2023-12-29,SKU0004,42.0,107839.2,2567.6,1
2023-12-30,SKU0004,69.0,147548.91,2138.39,1
2023-12-31,SKU0004,67.0,130091.89,1941.67,1
2024-01-01,SKU0004,51.0,121843.08,2389.08,1
2024-01-02,SKU0004,54.0,133248.78,2467.57,1
2024-01-03,SKU0004,69.0,180827.61,2620.69,1
2024-01-04,SKU0004,41.0,109070.25,2660.25,1
2024-01-05,SKU0004,44.0,109884.28,2497.37,1
2024-01-06,SKU0004,73.0,172750.12,2366.44,1
2024-01-07,SKU0004,108.0,223256.52,2067.19,1
2024-01-08,SKU0004,57.0,134931.54,2367.22,1
2024-01-09,SKU0004,38.0,84725.94,2229.63,1
2024-01-10,SKU0004,38.0,80113.88,2108.26,1
2024-01-11,SKU0004,24.0,64846.32,2701.93,0
2024-01-12,SKU0004,20.0,55777.2,2788.86,0
2024-01-13,SKU0004,26.0,69405.44,2669.44,0
2024-01-14,SKU0004,18.0,48746.34,2708.13,0
2024-01-15,SKU0004,29.0,77803.52,2682.88,0
2024-01-16,SKU0004,22.0,60467.66,2748.53,0
2024-01-17,SKU0004,22.0,61620.9,2800.95,0
2024-01-18,SKU0004,24.0,67268.16,2802.84,0
2024-01-19,SKU0004,24.0,68141.52,2839.23,0
2024-01-20,SKU0004,32.0,86331.2,2697.85,0
2024-01-21,SKU0004,25.0,66166.0,2646.64,0
2024-01-22,SKU0004,33.0,93330.93,2828.21,0
2024-01-23,SKU0004,30.0,81637.2,2721.24,0
2024-01-24,SKU0004,30.0,78602.7,2620.09,0
2024-01-25,SKU0004,25.0,70740.5,2829.62,0
2024-01-26,SKU0004,45.0,117894.6,2619.88,0
2024-01-27,SKU0004,37.0,104950.87,2836.51,0
2024-01-28,SKU0004,35.0,94818.85,2709.11,0
2024-01-29,SKU0004,33.0,92414.85,2800.45,0
2024-01-30,SKU0004,18.0,48671.46,2703.97,0
2024-01-31,SKU0004,29.0,80528.36,2776.84,0
2024-02-01,SKU0004,27.0,76267.17,2824.71,0
2024-02-02,SKU0004,27.0,71961.48,2665.24,0
2024-02-03,SKU0004,44.0,125910.4,2861.6,0
2024-02-04,SKU0004,48.0,134449.92,2801.04,0
2024-02-05,SKU0004,39.0,108646.98,2785.82,0
2024-02-06,SKU0004,31.0,88569.17,2857.07,0
2024-02-07,SKU0004,29.0,82750.05,2853.45,0
2024-02-08,SKU0004,39.0,103196.73,2646.07,0
2024-02-09,SKU0004,25.0,70895.25,2835.81,0
2024-02-10,SKU0004,51.0,141336.3,2771.3,0
2024-02-11,SKU0004,35.0,100599.8,2874.28,0
2024-02-12,SKU0004,31.0,86080.18,2776.78,0
2024-02-13,SKU0004,28.0,80672.2,2881.15,0
2024-02-14,SKU0004,31.0,86304.62,2784.02,0
2024-02-15,SKU0004,25.0,69995.0,2799.8,0
2024-02-16,SKU0004,29.0,82856.48,2857.12,0
2024-02-17,SKU0004,39.0,104304.33,2674.47,0
2024-02-18,SKU0004,37.0,106406.08,2875.84,0
2024-02-19,SKU0004,15.0,40046.55,2669.77,0
2024-02-20,SKU0004,46.0,123178.8,2677.8,0
2024-02-21,SKU0004,40.0,110781.2,2769.53,0
2024-02-22,SKU0004,24.0,65915.28,2746.47,0
2024-02-23,SKU0004,27.0,71752.5,2657.5,0
2024-02-24,SKU0004,36.0,98044.2,2723.45,0
2024-02-25,SKU0004,42.0,121079.28,2882.84,0
2024-02-26,SKU0004,33.0,90076.14,2729.58,0
2024-02-27,SKU0004,24.0,66635.28,2776.47,0
2024-02-28,SKU0004,45.0,128984.85,2866.33,0
2024-02-29,SKU0004,28.0,76494.6,2731.95,0
2024-03-01,SKU0004,48.0,136403.04,2841.73,0
2024-03-02,SKU0004,38.0,106796.72,2810.44,0
2024-03-03,SKU0004,52.0,144925.56,2787.03,0
2024-03-04,SKU0004,38.0,99813.84,2626.68,0
2024-03-05,SKU0004,29.0,76632.5,2642.5,0
2024-03-06,SKU0004,39.0,107189.94,2748.46,0
2024-03-07,SKU0004,36.0,98659.8,2740.55,0
2024-03-08,SKU0004,41.0,113023.06,2756.66,0
2024-03-09,SKU0004,36.0,94420.8,2622.8,0
2024-03-10,SKU0004,42.0,120747.9,2874.95,0
2024-03-11,SKU0004,40.0,105273.6,2631.84,0
2024-03-12,SKU0004,22.0,60228.74,2737.67,0
2024-03-13,SKU0004,27.0,75471.48,2795.24,0
2024-03-14,SKU0004,35.0,95296.95,2722.77,0
2024-03-15,SKU0004,36.0,97754.04,2715.39,0
2024-03-16,SKU0004,42.0,116363.52,2770.56,0
2024-03-17,SKU0004,49.0,135551.15,2766.35,0
2024-03-18,SKU0004,34.0,90604.56,2664.84,0
2024-03-19,SKU0004,42.0,117106.92,2788.26,0
2024-03-20,SKU0004,37.0,97116.86,2624.78,0
2024-03-21,SKU0004,27.0,76785.84,2843.92,0
2024-03-22,SKU0004,36.0,97319.16,2703.31,0
2024-03-23,SKU0004,41.0,112489.24,2743.64,0
2024-03-24,SKU0004,36.0,100645.56,2795.71,0
2024-03-25,SKU0004,36.0,103555.08,2876.53,0
2024-03-26,SKU0004,26.0,73642.66,2832.41,0
2024-03-27,SKU0004,29.0,76731.68,2645.92,0
2024-03-28,SKU0004,42.0,120413.16,2866.98,0
2024-03-29,SKU0004,56.0,159648.72,2850.87,0
2024-03-30,SKU0004,52.0,148905.12,2863.56,0
2024-03-31,SKU0004,33.0,90769.14,2750.58,0
2024-04-01,SKU0004,33.0,88801.02,2690.94,0
2024-04-02,SKU0004,34.0,94649.2,2783.8,0
2024-04-03,SKU0004,36.0,95122.44,2642.29,0
2024-04-04,SKU0004,41.0,112161.24,2735.64,0
2024-04-05,SKU0004,43.0,120131.68,2793.76,0
2024-04-06,SKU0004,59.0,157088.68,2662.52,0
2024-04-07,SKU0004,26.0,73882.12,2841.62,0
2024-04-08,SKU0004,54.0,153990.18,2851.67,0
2024-04-09,SKU0004,30.0,81586.8,2719.56,0
2024-04-10,SKU0004,39.0,105051.96,2693.64,0
2024-04-11,SKU0004,91.0,258108.76,2836.36,0
2024-04-12,SKU0004,43.0,121033.82,2814.74,0
2024-04-13,SKU0004,57.0,150515.34,2640.62,0
2024-04-14,SKU0004,56.0,158874.24,2837.04,0
2024-04-15,SKU0004,41.0,111649.15,2723.15,0
2024-04-16,SKU0004,44.0,126096.08,2865.82,0
2024-04-17,SKU0004,29.0,80258.08,2767.52,0
2024-04-18,SKU0004,33.0,88216.92,2673.24,0
2024-04-19,SKU0004,31.0,84097.11,2712.81,0
2024-04-20,SKU0004,24.0,69107.04,2879.46,0
2024-04-21,SKU0004,38.0,102455.98,2696.21,0
2024-04-22,SKU0004,30.0,85888.5,2862.95,0
2024-04-23,SKU0004,31.0,88925.05,2868.55,0
2024-04-24,SKU0004,43.0,122646.75,2852.25,0
2024-04-25,SKU0004,32.0,88020.8,2750.65,0
2024-04-26,SKU0004,44.0,126600.32,2877.28,0
2024-04-27,SKU0004,32.0,89574.08,2799.19,0
2024-04-28,SKU0004,40.0,115012.8,2875.32,0
2024-04-29,SKU0004,35.0,91913.5,2626.1,0
2024-04-30,SKU0004,47.0,124666.09,2652.47,0
2024-05-01,SKU0004,57.0,157020.75,2754.75,0
2024-05-02,SKU0004,43.0,123195.43,2865.01,0
2024-05-03,SKU0004,32.0,88416.0,2763.0,0
2024-05-04,SKU0004,58.0,165156.74,2847.53,0
2024-05-05,SKU0004,49.0,133187.39,2718.11,0
2024-05-06,SKU0004,26.0,69047.42,2655.67,0
2024-05-07,SKU0004,46.0,124165.04,2699.24,0
2024-05-08,SKU0004,43.0,115169.91,2678.37,0
2024-05-09,SKU0004,38.0,101905.74,2681.73,0
2024-05-10,SKU0004,38.0,99891.36,2628.72,0
2024-05-11,SKU0004,39.0,111093.06,2848.54,0
2024-05-12,SKU0004,61.0,172143.22,2822.02,0
2024-05-13,SKU0004,46.0,132165.36,2873.16,0
2024-05-14,SKU0004,32.0,85021.12,2656.91,0
2024-05-15,SKU0004,41.0,107374.9,2618.9,0
2024-05-16,SKU0004,35.0,93492.7,2671.22,0
2024-05-17,SKU0004,30.0,79401.6,2646.72,0
